route_id,source_city_id,destination_city_id,mode,submode,distance_km,duration_minutes,availability_status,cost_general,cost_sleeper,cost_ac3,cost_ac2,cost_ac1,cost_is_estimated,source_dataset,source_quality,raw_route_key
flight:bhopal:bhavnagar,city-bhopal,city-bhavnagar,flight,flight_standard,556.33,68,available,,,,,,False,flight_csv_sanitized,medium,Bhopal::Bhavnagar
flight:bhopal:bhubaneswar,city-bhopal,city-bhubaneswar,flight,flight_standard,937.68,97,available,,,,,,False,flight_csv_sanitized,medium,Bhopal::Bhubaneswar
flight:bhopal:bhuj,city-bhopal,city-bhuj,flight,flight_standard,783.42,85,available,,,,,,False,flight_csv_sanitized,medium,Bhopal::Bhuj
flight:bhopal:bikaner,city-bhopal,city-bikaner,flight,flight_standard,663.94,76,available,,,,,,False,flight_csv_sanitized,medium,Bhopal::Bikaner
flight:bhopal:chandigarh,city-bhopal,city-chandigarh,flight,flight_standard,823.51,88,available,,,,,,False,flight_csv_sanitized,medium,Bhopal::Chandigarh
flight:bhopal:coimbatore,city-bhopal,city-coimbatore,flight,flight_standard,1362.93,130,available,,,,,,False,flight_csv_sanitized,medium,Bhopal::Coimbatore
flight:bhopal:cooch-behar,city-bhopal,city-cooch-behar,flight,flight_standard,1269.26,123,available,,,,,,False,flight_csv_sanitized,medium,Bhopal::Cooch Behar
flight:bhopal:dabolim-vasco-da-gama,city-bhopal,city-dabolim-vasco-da-gama,flight,flight_standard,952.06,98,available,,,,,,False,flight_csv_sanitized,medium,Bhopal::Dabolim (Vasco da Gama)
flight:bhopal:daporijo,city-bhopal,city-daporijo,flight,flight_standard,1732.73,158,available,,,,,,False,flight_csv_sanitized,medium,Bhopal::Daporijo
flight:bhopal:dehradun,city-bhopal,city-dehradun,flight,flight_standard,784.91,85,available,,,,,,False,flight_csv_sanitized,medium,Bhopal::Dehradun
flight:bhopal:delhi,city-bhopal,city-delhi,flight,flight_standard,586.69,70,available,,,,,,False,flight_csv_sanitized,medium,Bhopal::New Delhi
flight:bhopal:dhanbad,city-bhopal,city-dhanbad,flight,flight_standard,930.04,97,available,,,,,,False,flight_csv_sanitized,medium,Bhopal::Dhanbad
flight:bhopal:dharamshala-kangra,city-bhopal,city-dharamshala-kangra,flight,flight_standard,1007.99,103,available,,,,,,False,flight_csv_sanitized,medium,Bhopal::Dharamshala / Kangra
flight:bhopal:dibrugarh,city-bhopal,city-dibrugarh,flight,flight_standard,1834.47,166,available,,,,,,False,flight_csv_sanitized,medium,Bhopal::Dibrugarh
flight:bhopal:dimapur,city-bhopal,city-dimapur,flight,flight_standard,1685.13,155,available,,,,,,False,flight_csv_sanitized,medium,Bhopal::Dimapur
flight:bhopal:diu,city-bhopal,city-diu,flight,flight_standard,721.22,80,available,,,,,,False,flight_csv_sanitized,medium,Bhopal::Diu
flight:bhopal:gaya,city-bhopal,city-gaya,flight,flight_standard,789.14,86,available,,,,,,False,flight_csv_sanitized,medium,Bhopal::Gaya
flight:bhopal:gorakhpur,city-bhopal,city-gorakhpur,flight,flight_standard,725.26,81,available,,,,,,False,flight_csv_sanitized,medium,Bhopal::Gorakhpur
flight:bhopal:guna,city-bhopal,city-guna,flight,flight_standard,153.68,37,unavailable,,,,,,False,flight_csv_sanitized,medium,Bhopal::Guna
flight:bhopal:guwahati,city-bhopal,city-guwahati,flight,flight_standard,1472.23,138,available,,,,,,False,flight_csv_sanitized,medium,Bhopal::Guwahati
flight:bhopal:gwalior,city-bhopal,city-gwalior,flight,flight_standard,346.4,52,available,,,,,,False,flight_csv_sanitized,medium,Bhopal::Gwalior
flight:bhopal:hisar,city-bhopal,city-hisar,flight,flight_standard,671.85,77,available,,,,,,False,flight_csv_sanitized,medium,Bhopal::Hisar
flight:bhopal:hubballi-hubli,city-bhopal,city-hubballi-hubli,flight,flight_standard,912.5,95,available,,,,,,False,flight_csv_sanitized,medium,Bhopal::Hubballi (Hubli)
flight:bhopal:hyderabad,city-bhopal,city-hyderabad,flight,flight_standard,659.49,76,available,,,,,,False,flight_csv_sanitized,medium,Bhopal::Hyderabad
flight:bhopal:indore,city-bhopal,city-indore,flight,flight_standard,168.58,38,unavailable,,,,,,False,flight_csv_sanitized,medium,Bhopal::Indore
flight:bhopal:kadapa,city-bhopal,city-kadapa,flight,flight_standard,986.66,101,available,,,,,,False,flight_csv_sanitized,medium,Bhopal::Kadapa
flight:bhopal:khajuraho,city-bhopal,city-khajuraho,flight,flight_standard,312.14,49,available,,,,,,False,flight_csv_sanitized,medium,Bhopal::Khajuraho
flight:bhopal:kochi,city-bhopal,city-kochi,flight,flight_standard,1463.38,138,available,,,,,,False,flight_csv_sanitized,medium,Bhopal::Kochi
flight:bhopal:kolkata,city-bhopal,city-kolkata,flight,flight_standard,1138.13,113,available,,,,,,False,flight_csv_sanitized,medium,Bhopal::Kolkata
flight:bhopal:kozhikode-calicut,city-bhopal,city-kozhikode-calicut,flight,flight_standard,1358.43,129,available,,,,,,False,flight_csv_sanitized,medium,Bhopal::Kozhikode (Calicut)
flight:bhopal:mangaluru-mangalore,city-bhopal,city-mangaluru-mangalore,flight,flight_standard,1176.45,115,available,,,,,,False,flight_csv_sanitized,medium,Bhopal::Mangaluru (Mangalore)
flight:bhopal:mumbai,city-bhopal,city-mumbai,flight,flight_standard,656.74,76,available,,,,,,False,flight_csv_sanitized,medium,Bhopal::Mumbai
flight:bhopal:nashik,city-bhopal,city-nashik,flight,flight_standard,518.87,65,available,,,,,,False,flight_csv_sanitized,medium,Bhopal::Nashik
flight:bhopal:prayagraj-allahabad,city-bhopal,city-prayagraj-allahabad,flight,flight_standard,505.47,64,available,,,,,,False,flight_csv_sanitized,medium,Bhopal::Prayagraj (Allahabad)
flight:bhopal:siliguri,city-bhopal,city-siliguri,flight,flight_standard,1169.22,115,available,,,,,,False,flight_csv_sanitized,medium,Bhopal::Siliguri
flight:bhopal:vadodara,city-bhopal,city-vadodara,flight,flight_standard,436.05,59,available,,,,,,False,flight_csv_sanitized,medium,Bhopal::Vadodara
flight:bhubaneswar:agartala,city-bhubaneswar,city-agartala,flight,flight_standard,690.19,78,available,,,,,,False,flight_csv_sanitized,medium,Bhubaneswar::Agartala
flight:bhubaneswar:agatti-island-lakshadweep,city-bhubaneswar,city-agatti-island-lakshadweep,flight,flight_standard,1796.07,163,available,,,,,,False,flight_csv_sanitized,medium,Bhubaneswar::Agatti Island (Lakshadweep)
flight:bhubaneswar:agra,city-bhubaneswar,city-agra,flight,flight_standard,1108.03,110,available,,,,,,False,flight_csv_sanitized,medium,Bhubaneswar::Agra
flight:bhubaneswar:ahmedabad,city-bhubaneswar,city-ahmedabad,flight,flight_standard,1398.27,133,available,,,,,,False,flight_csv_sanitized,medium,Bhubaneswar::Ahmedabad
flight:bhubaneswar:aizawl,city-bhubaneswar,city-aizawl,flight,flight_standard,806.81,87,available,,,,,,False,flight_csv_sanitized,medium,Bhubaneswar::Aizawl
flight:bhubaneswar:akola,city-bhubaneswar,city-akola,flight,flight_standard,910.97,95,available,,,,,,False,flight_csv_sanitized,medium,Bhubaneswar::Akola
flight:bhubaneswar:amritsar,city-bhubaneswar,city-amritsar,flight,flight_standard,1680.97,154,available,,,,,,False,flight_csv_sanitized,medium,Bhubaneswar::Amritsar
flight:bhubaneswar:bathinda,city-bhubaneswar,city-bathinda,flight,flight_standard,1549.6,144,available,,,,,,False,flight_csv_sanitized,medium,Bhubaneswar::Bathinda
flight:bhubaneswar:belagavi-belgaum,city-bhubaneswar,city-belagavi-belgaum,flight,flight_standard,1280.3,123,available,,,,,,False,flight_csv_sanitized,medium,Bhubaneswar::Belagavi (Belgaum)
flight:bhubaneswar:bellary,city-bhubaneswar,city-bellary,flight,flight_standard,1099.54,110,available,,,,,,False,flight_csv_sanitized,medium,Bhubaneswar::Bellary
flight:bhubaneswar:bengaluru,city-bhubaneswar,city-bengaluru,flight,flight_standard,1166.25,115,available,,,,,,False,flight_csv_sanitized,medium,Bhubaneswar::Bengaluru
flight:bhubaneswar:bhavnagar,city-bhubaneswar,city-bhavnagar,flight,flight_standard,1424.53,135,available,,,,,,False,flight_csv_sanitized,medium,Bhubaneswar::Bhavnagar
flight:bhubaneswar:bhopal,city-bhubaneswar,city-bhopal,flight,flight_standard,937.68,97,available,,,,,,False,flight_csv_sanitized,medium,Bhubaneswar::Bhopal
flight:bhubaneswar:bhuj,city-bhubaneswar,city-bhuj,flight,flight_standard,1700.16,156,available,,,,,,False,flight_csv_sanitized,medium,Bhubaneswar::Bhuj
flight:bhubaneswar:bikaner,city-bhubaneswar,city-bikaner,flight,flight_standard,1534.16,143,available,,,,,,False,flight_csv_sanitized,medium,Bhubaneswar::Bikaner
flight:bhubaneswar:chandigarh,city-bhubaneswar,city-chandigarh,flight,flight_standard,1469.32,138,available,,,,,,False,flight_csv_sanitized,medium,Bhubaneswar::Chandigarh
flight:bhubaneswar:coimbatore,city-bhubaneswar,city-coimbatore,flight,flight_standard,1390.16,132,available,,,,,,False,flight_csv_sanitized,medium,Bhubaneswar::Coimbatore
flight:bhubaneswar:cooch-behar,city-bhubaneswar,city-cooch-behar,flight,flight_standard,771.91,84,available,,,,,,False,flight_csv_sanitized,medium,Bhubaneswar::Cooch Behar
flight:bhubaneswar:dabolim-vasco-da-gama,city-bhubaneswar,city-dabolim-vasco-da-gama,flight,flight_standard,1378.02,131,available,,,,,,False,flight_csv_sanitized,medium,Bhubaneswar::Dabolim (Vasco da Gama)
flight:bhubaneswar:daporijo,city-bhubaneswar,city-daporijo,flight,flight_standard,1146.39,113,available,,,,,,False,flight_csv_sanitized,medium,Bhubaneswar::Daporijo
flight:bhubaneswar:dehradun,city-bhubaneswar,city-dehradun,flight,flight_standard,1364.54,130,available,,,,,,False,flight_csv_sanitized,medium,Bhubaneswar::Dehradun
flight:bhubaneswar:delhi,city-bhubaneswar,city-delhi,flight,flight_standard,1276.37,123,available,,,,,,False,flight_csv_sanitized,medium,Bhubaneswar::New Delhi
flight:bhubaneswar:dhanbad,city-bhubaneswar,city-dhanbad,flight,flight_standard,397.95,56,available,,,,,,False,flight_csv_sanitized,medium,Bhubaneswar::Dhanbad
flight:bhubaneswar:dharamshala-kangra,city-bhubaneswar,city-dharamshala-kangra,flight,flight_standard,1641.66,151,available,,,,,,False,flight_csv_sanitized,medium,Bhubaneswar::Dharamshala / Kangra
flight:bhubaneswar:dibrugarh,city-bhubaneswar,city-dibrugarh,flight,flight_standard,1232.9,120,available,,,,,,False,flight_csv_sanitized,medium,Bhubaneswar::Dibrugarh
flight:bhubaneswar:dimapur,city-bhubaneswar,city-dimapur,flight,flight_standard,1026.12,104,available,,,,,,False,flight_csv_sanitized,medium,Bhubaneswar::Dimapur
flight:bhubaneswar:diu,city-bhubaneswar,city-diu,flight,flight_standard,1552.42,144,available,,,,,,False,flight_csv_sanitized,medium,Bhubaneswar::Diu
flight:bhubaneswar:gaya,city-bhubaneswar,city-gaya,flight,flight_standard,507.64,64,available,,,,,,False,flight_csv_sanitized,medium,Bhubaneswar::Gaya
flight:bhubaneswar:gorakhpur,city-bhubaneswar,city-gorakhpur,flight,flight_standard,761.52,84,available,,,,,,False,flight_csv_sanitized,medium,Bhubaneswar::Gorakhpur
flight:bhubaneswar:guna,city-bhubaneswar,city-guna,flight,flight_standard,1001.58,102,available,,,,,,False,flight_csv_sanitized,medium,Bhubaneswar::Guna
flight:bhubaneswar:guwahati,city-bhubaneswar,city-guwahati,flight,flight_standard,878.13,93,available,,,,,,False,flight_csv_sanitized,medium,Bhubaneswar::Guwahati
flight:bhubaneswar:gwalior,city-bhubaneswar,city-gwalior,flight,flight_standard,1025.13,104,available,,,,,,False,flight_csv_sanitized,medium,Bhubaneswar::Gwalior
flight:bhubaneswar:hisar,city-bhubaneswar,city-hisar,flight,flight_standard,1415.1,134,available,,,,,,False,flight_csv_sanitized,medium,Bhubaneswar::Hisar
flight:bhubaneswar:hubballi-hubli,city-bhubaneswar,city-hubballi-hubli,flight,flight_standard,1259.17,122,available,,,,,,False,flight_csv_sanitized,medium,Bhubaneswar::Hubballi (Hubli)
flight:bhubaneswar:hyderabad,city-bhubaneswar,city-hyderabad,flight,flight_standard,833.33,89,available,,,,,,False,flight_csv_sanitized,medium,Bhubaneswar::Hyderabad
flight:bhubaneswar:indore,city-bhubaneswar,city-indore,flight,flight_standard,1071.15,107,available,,,,,,False,flight_csv_sanitized,medium,Bhubaneswar::Indore
flight:bhubaneswar:kadapa,city-bhubaneswar,city-kadapa,flight,flight_standard,981.49,100,available,,,,,,False,flight_csv_sanitized,medium,Bhubaneswar::Kadapa
flight:bhubaneswar:khajuraho,city-bhubaneswar,city-khajuraho,flight,flight_standard,790.39,86,available,,,,,,False,flight_csv_sanitized,medium,Bhubaneswar::Khajuraho
flight:bhubaneswar:kochi,city-bhubaneswar,city-kochi,flight,flight_standard,1510.09,141,available,,,,,,False,flight_csv_sanitized,medium,Bhubaneswar::Kochi
flight:bhubaneswar:kolkata,city-bhubaneswar,city-kolkata,flight,flight_standard,379.98,54,available,,,,,,False,flight_csv_sanitized,medium,Bhubaneswar::Kolkata
flight:bhubaneswar:kozhikode-calicut,city-bhubaneswar,city-kozhikode-calicut,flight,flight_standard,1462.61,138,available,,,,,,False,flight_csv_sanitized,medium,Bhubaneswar::Kozhikode (Calicut)
flight:bhubaneswar:mangaluru-mangalore,city-bhubaneswar,city-mangaluru-mangalore,flight,flight_standard,1417.76,134,available,,,,,,False,flight_csv_sanitized,medium,Bhubaneswar::Mangaluru (Mangalore)
flight:bhubaneswar:mumbai,city-bhubaneswar,city-mumbai,flight,flight_standard,1360.86,130,available,,,,,,False,flight_csv_sanitized,medium,Bhubaneswar::Mumbai
flight:bhubaneswar:nashik,city-bhubaneswar,city-nashik,flight,flight_standard,1253.76,121,available,,,,,,False,flight_csv_sanitized,medium,Bhubaneswar::Nashik
flight:bhubaneswar:prayagraj-allahabad,city-bhubaneswar,city-prayagraj-allahabad,flight,flight_standard,712.29,80,available,,,,,,False,flight_csv_sanitized,medium,Bhubaneswar::Prayagraj (Allahabad)
flight:bhubaneswar:siliguri,city-bhubaneswar,city-siliguri,flight,flight_standard,759.49,83,available,,,,,,False,flight_csv_sanitized,medium,Bhubaneswar::Siliguri
flight:bhubaneswar:vadodara,city-bhubaneswar,city-vadodara,flight,flight_standard,1325.41,127,available,,,,,,False,flight_csv_sanitized,medium,Bhubaneswar::Vadodara
flight:bhuj:agartala,city-bhuj,city-agartala,flight,flight_standard,2197.35,194,available,,,,,,False,flight_csv_sanitized,medium,Bhuj::Agartala
flight:bhuj:agatti-island-lakshadweep,city-bhuj,city-agatti-island-lakshadweep,flight,flight_standard,1410.65,134,available,,,,,,False,flight_csv_sanitized,medium,Bhuj::Agatti Island (Lakshadweep)
flight:bhuj:agra,city-bhuj,city-agra,flight,flight_standard,938.29,97,available,,,,,,False,flight_csv_sanitized,medium,Bhuj::Agra
flight:bhuj:ahmedabad,city-bhuj,city-ahmedabad,flight,flight_standard,302.91,48,available,,,,,,False,flight_csv_sanitized,medium,Bhuj::Ahmedabad
flight:bhuj:aizawl,city-bhuj,city-aizawl,flight,flight_standard,2337.83,205,available,,,,,,False,flight_csv_sanitized,medium,Bhuj::Aizawl
flight:bhuj:akola,city-bhuj,city-akola,flight,flight_standard,817.87,88,available,,,,,,False,flight_csv_sanitized,medium,Bhuj::Akola
flight:bhuj:amritsar,city-bhuj,city-amritsar,flight,flight_standard,1064.07,107,available,,,,,,False,flight_csv_sanitized,medium,Bhuj::Amritsar
flight:bhuj:bathinda,city-bhuj,city-bathinda,flight,flight_standard,927.98,96,available,,,,,,False,flight_csv_sanitized,medium,Bhuj::Bathinda
flight:bhuj:belagavi-belgaum,city-bhuj,city-belagavi-belgaum,flight,flight_standard,974.96,100,available,,,,,,False,flight_csv_sanitized,medium,Bhuj::Belagavi (Belgaum)
flight:bhuj:bellary,city-bhuj,city-bellary,flight,flight_standard,1177.6,116,available,,,,,,False,flight_csv_sanitized,medium,Bhuj::Bellary
flight:bhuj:bengaluru,city-bhuj,city-bengaluru,flight,flight_standard,1405.66,133,available,,,,,,False,flight_csv_sanitized,medium,Bhuj::Bengaluru
flight:bhuj:bhavnagar,city-bhuj,city-bhavnagar,flight,flight_standard,309.36,49,available,,,,,,False,flight_csv_sanitized,medium,Bhuj::Bhavnagar
flight:bhuj:bhopal,city-bhuj,city-bhopal,flight,flight_standard,783.42,85,available,,,,,,False,flight_csv_sanitized,medium,Bhuj::Bhopal
flight:bhuj:bhubaneswar,city-bhuj,city-bhubaneswar,flight,flight_standard,1700.16,156,available,,,,,,False,flight_csv_sanitized,medium,Bhuj::Bhubaneswar
flight:bhuj:bikaner,city-bhuj,city-bikaner,flight,flight_standard,639.33,74,available,,,,,,False,flight_csv_sanitized,medium,Bhuj::Bikaner
flight:bhuj:chandigarh,city-bhuj,city-chandigarh,flight,flight_standard,1082.66,108,available,,,,,,False,flight_csv_sanitized,medium,Bhuj::Chandigarh
flight:bhuj:coimbatore,city-bhuj,city-coimbatore,flight,flight_standard,1570.72,146,available,,,,,,False,flight_csv_sanitized,medium,Bhuj::Coimbatore
flight:bhuj:cooch-behar,city-bhuj,city-cooch-behar,flight,flight_standard,2024.43,181,available,,,,,,False,flight_csv_sanitized,medium,Bhuj::Cooch Behar
flight:bhuj:dabolim-vasco-da-gama,city-bhuj,city-dabolim-vasco-da-gama,flight,flight_standard,981.42,100,available,,,,,,False,flight_csv_sanitized,medium,Bhuj::Dabolim (Vasco da Gama)
flight:bhuj:daporijo,city-bhuj,city-daporijo,flight,flight_standard,2482.62,216,available,,,,,,False,flight_csv_sanitized,medium,Bhuj::Daporijo
flight:bhuj:dehradun,city-bhuj,city-dehradun,flight,flight_standard,1139.31,113,available,,,,,,False,flight_csv_sanitized,medium,Bhuj::Dehradun
flight:bhuj:delhi,city-bhuj,city-delhi,flight,flight_standard,945.85,98,available,,,,,,False,flight_csv_sanitized,medium,Bhuj::New Delhi
flight:bhuj:dhanbad,city-bhuj,city-dhanbad,flight,flight_standard,1710.48,157,available,,,,,,False,flight_csv_sanitized,medium,Bhuj::Dhanbad
flight:bhuj:dharamshala-kangra,city-bhuj,city-dharamshala-kangra,flight,flight_standard,1193.14,117,available,,,,,,False,flight_csv_sanitized,medium,Bhuj::Dharamshala / Kangra
flight:bhuj:dibrugarh,city-bhuj,city-dibrugarh,flight,flight_standard,2584.3,224,available,,,,,,False,flight_csv_sanitized,medium,Bhuj::Dibrugarh
flight:bhuj:dimapur,city-bhuj,city-dimapur,flight,flight_standard,2450.64,214,available,,,,,,False,flight_csv_sanitized,medium,Bhuj::Dimapur
flight:bhuj:diu,city-bhuj,city-diu,flight,flight_standard,313.4,49,available,,,,,,False,flight_csv_sanitized,medium,Bhuj::Diu
flight:bhuj:gaya,city-bhuj,city-gaya,flight,flight_standard,1559.11,145,available,,,,,,False,flight_csv_sanitized,medium,Bhuj::Gaya
flight:bhuj:gorakhpur,city-bhuj,city-gorakhpur,flight,flight_standard,1439.23,136,available,,,,,,False,flight_csv_sanitized,medium,Bhuj::Gorakhpur
flight:bhuj:guna,city-bhuj,city-guna,flight,flight_standard,791.71,86,available,,,,,,False,flight_csv_sanitized,medium,Bhuj::Guna
flight:bhuj:guwahati,city-bhuj,city-guwahati,flight,flight_standard,2233.62,197,available,,,,,,False,flight_csv_sanitized,medium,Bhuj::Guwahati
flight:bhuj:gwalior,city-bhuj,city-gwalior,flight,flight_standard,926.19,96,available,,,,,,False,flight_csv_sanitized,medium,Bhuj::Gwalior
flight:bhuj:hisar,city-bhuj,city-hisar,flight,flight_standard,894.73,94,available,,,,,,False,flight_csv_sanitized,medium,Bhuj::Hisar
flight:bhuj:hubballi-hubli,city-bhuj,city-hubballi-hubli,flight,flight_standard,1048.56,106,available,,,,,,False,flight_csv_sanitized,medium,Bhuj::Hubballi (Hubli)
flight:bhuj:hyderabad,city-bhuj,city-hyderabad,flight,flight_standard,1123.38,111,available,,,,,,False,flight_csv_sanitized,medium,Bhuj::Hyderabad
flight:bhuj:indore,city-bhuj,city-indore,flight,flight_standard,631.33,74,available,,,,,,False,flight_csv_sanitized,medium,Bhuj::Indore
flight:bhuj:kadapa,city-bhuj,city-kadapa,flight,flight_standard,1366.58,130,available,,,,,,False,flight_csv_sanitized,medium,Bhuj::Kadapa
flight:bhuj:khajuraho,city-bhuj,city-khajuraho,flight,flight_standard,1053.93,106,available,,,,,,False,flight_csv_sanitized,medium,Bhuj::Khajuraho
flight:bhuj:kochi,city-bhuj,city-kochi,flight,flight_standard,1625.24,150,available,,,,,,False,flight_csv_sanitized,medium,Bhuj::Kochi
flight:bhuj:kolkata,city-bhuj,city-kolkata,flight,flight_standard,1921.55,173,available,,,,,,False,flight_csv_sanitized,medium,Bhuj::Kolkata
flight:bhuj:kozhikode-calicut,city-bhuj,city-kozhikode-calicut,flight,flight_standard,1505.71,141,available,,,,,,False,flight_csv_sanitized,medium,Bhuj::Kozhikode (Calicut)
flight:bhuj:mangaluru-mangalore,city-bhuj,city-mangaluru-mangalore,flight,flight_standard,1273.18,123,available,,,,,,False,flight_csv_sanitized,medium,Bhuj::Mangaluru (Mangalore)
flight:bhuj:mumbai,city-bhuj,city-mumbai,flight,flight_standard,572.34,69,available,,,,,,False,flight_csv_sanitized,medium,Bhuj::Mumbai
flight:bhuj:nashik,city-bhuj,city-nashik,flight,flight_standard,565.19,68,available,,,,,,False,flight_csv_sanitized,medium,Bhuj::Nashik
flight:bhuj:prayagraj-allahabad,city-bhuj,city-prayagraj-allahabad,flight,flight_standard,1244.87,121,available,,,,,,False,flight_csv_sanitized,medium,Bhuj::Prayagraj (Allahabad)
flight:bhuj:siliguri,city-bhuj,city-siliguri,flight,flight_standard,1915.79,172,available,,,,,,False,flight_csv_sanitized,medium,Bhuj::Siliguri
flight:bhuj:vadodara,city-bhuj,city-vadodara,flight,flight_standard,378.67,54,available,,,,,,False,flight_csv_sanitized,medium,Bhuj::Vadodara
flight:bikaner:agartala,city-bikaner,city-agartala,flight,flight_standard,1849.75,167,available,,,,,,False,flight_csv_sanitized,medium,Bikaner::Agartala
flight:bikaner:agatti-island-lakshadweep,city-bikaner,city-agatti-island-lakshadweep,flight,flight_standard,1914.75,172,available,,,,,,False,flight_csv_sanitized,medium,Bikaner::Agatti Island (Lakshadweep)
flight:bikaner:agra,city-bikaner,city-agra,flight,flight_standard,469.3,61,available,,,,,,False,flight_csv_sanitized,medium,Bikaner::Agra
flight:bikaner:ahmedabad,city-bikaner,city-ahmedabad,flight,flight_standard,554.6,68,available,,,,,,False,flight_csv_sanitized,medium,Bikaner::Ahmedabad
flight:bikaner:aizawl,city-bikaner,city-aizawl,flight,flight_standard,1985.15,178,available,,,,,,False,flight_csv_sanitized,medium,Bikaner::Aizawl
flight:bikaner:akola,city-bikaner,city-akola,flight,flight_standard,902.51,94,available,,,,,,False,flight_csv_sanitized,medium,Bikaner::Akola
flight:bikaner:amritsar,city-bikaner,city-amritsar,flight,flight_standard,435.28,58,available,,,,,,False,flight_csv_sanitized,medium,Bikaner::Amritsar
flight:bikaner:bathinda,city-bikaner,city-bathinda,flight,flight_standard,288.75,47,unavailable,,,,,,False,flight_csv_sanitized,medium,Bikaner::Bathinda
flight:bikaner:belagavi-belgaum,city-bikaner,city-belagavi-belgaum,flight,flight_standard,1358.7,130,available,,,,,,False,flight_csv_sanitized,medium,Bikaner::Belagavi (Belgaum)
flight:bikaner:bellary,city-bikaner,city-bellary,flight,flight_standard,1474.45,138,available,,,,,,False,flight_csv_sanitized,medium,Bikaner::Bellary
flight:bikaner:bengaluru,city-bikaner,city-bengaluru,flight,flight_standard,1709.78,157,available,,,,,,False,flight_csv_sanitized,medium,Bikaner::Bengaluru
flight:bikaner:bhavnagar,city-bikaner,city-bhavnagar,flight,flight_standard,705.29,79,available,,,,,,False,flight_csv_sanitized,medium,Bikaner::Bhavnagar
flight:bikaner:bhopal,city-bikaner,city-bhopal,flight,flight_standard,663.94,76,available,,,,,,False,flight_csv_sanitized,medium,Bikaner::Bhopal
flight:bikaner:bhubaneswar,city-bikaner,city-bhubaneswar,flight,flight_standard,1534.16,143,available,,,,,,False,flight_csv_sanitized,medium,Bikaner::Bhubaneswar
flight:bikaner:bhuj,city-bikaner,city-bhuj,flight,flight_standard,639.33,74,available,,,,,,False,flight_csv_sanitized,medium,Bikaner::Bhuj
flight:bikaner:chandigarh,city-bikaner,city-chandigarh,flight,flight_standard,449.7,60,available,,,,,,False,flight_csv_sanitized,medium,Bikaner::Chandigarh
flight:bikaner:coimbatore,city-bikaner,city-coimbatore,flight,flight_standard,1928.53,173,available,,,,,,False,flight_csv_sanitized,medium,Bikaner::Coimbatore
flight:bikaner:cooch-behar,city-bikaner,city-cooch-behar,flight,flight_standard,1608.93,149,available,,,,,,False,flight_csv_sanitized,medium,Bikaner::Cooch Behar
flight:bikaner:dabolim-vasco-da-gama,city-bikaner,city-dabolim-vasco-da-gama,flight,flight_standard,1405.73,133,available,,,,,,False,flight_csv_sanitized,medium,Bikaner::Dabolim (Vasco da Gama)
flight:bikaner:daporijo,city-bikaner,city-daporijo,flight,flight_standard,2037.16,182,available,,,,,,False,flight_csv_sanitized,medium,Bikaner::Daporijo
flight:bikaner:dehradun,city-bikaner,city-dehradun,flight,flight_standard,525.88,65,available,,,,,,False,flight_csv_sanitized,medium,Bikaner::Dehradun
flight:bikaner:delhi,city-bikaner,city-delhi,flight,flight_standard,376.95,54,available,,,,,,False,flight_csv_sanitized,medium,Bikaner::New Delhi
flight:bikaner:dhanbad,city-bikaner,city-dhanbad,flight,flight_standard,1396.04,132,available,,,,,,False,flight_csv_sanitized,medium,Bikaner::Dhanbad
flight:bikaner:dharamshala-kangra,city-bikaner,city-dharamshala-kangra,flight,flight_standard,555.09,68,available,,,,,,False,flight_csv_sanitized,medium,Bikaner::Dharamshala / Kangra
flight:bikaner:dibrugarh,city-bikaner,city-dibrugarh,flight,flight_standard,2135.5,189,available,,,,,,False,flight_csv_sanitized,medium,Bikaner::Dibrugarh
flight:bikaner:dimapur,city-bikaner,city-dimapur,flight,flight_standard,2040.72,182,available,,,,,,False,flight_csv_sanitized,medium,Bikaner::Dimapur
flight:bikaner:diu,city-bikaner,city-diu,flight,flight_standard,846.78,90,available,,,,,,False,flight_csv_sanitized,medium,Bikaner::Diu
flight:bikaner:gaya,city-bikaner,city-gaya,flight,flight_standard,1215.1,118,available,,,,,,False,flight_csv_sanitized,medium,Bikaner::Gaya
flight:bikaner:gorakhpur,city-bikaner,city-gorakhpur,flight,flight_standard,1011.16,103,available,,,,,,False,flight_csv_sanitized,medium,Bikaner::Gorakhpur
flight:bikaner:guna,city-bikaner,city-guna,flight,flight_standard,546.69,67,available,,,,,,False,flight_csv_sanitized,medium,Bikaner::Guna
flight:bikaner:guwahati,city-bikaner,city-guwahati,flight,flight_standard,1821.66,165,available,,,,,,False,flight_csv_sanitized,medium,Bikaner::Guwahati
flight:bikaner:gwalior,city-bikaner,city-gwalior,flight,flight_standard,523.97,65,available,,,,,,False,flight_csv_sanitized,medium,Bikaner::Gwalior
flight:bikaner:hisar,city-bikaner,city-hisar,flight,flight_standard,275.54,46,unavailable,,,,,,False,flight_csv_sanitized,medium,Bikaner::Hisar
flight:bikaner:hubballi-hubli,city-bikaner,city-hubballi-hubli,flight,flight_standard,1419.47,134,available,,,,,,False,flight_csv_sanitized,medium,Bikaner::Hubballi (Hubli)
flight:bikaner:hyderabad,city-bikaner,city-hyderabad,flight,flight_standard,1288.74,124,available,,,,,,False,flight_csv_sanitized,medium,Bikaner::Hyderabad
flight:bikaner:indore,city-bikaner,city-indore,flight,flight_standard,639.71,74,available,,,,,,False,flight_csv_sanitized,medium,Bikaner::Indore
